LLT	PT_enc
superficial spreading melanoma stage iv	PT_19080
superficial spreading melanoma stage unspecified	PT_19081
superficial vein prominence	PT_19082
superficial vein thrombosis	PT_19083
thrombophlebitis superficial	PT_19083
superimposed pre-eclampsia	PT_19084
superinfection	PT_19085
superinfection bacterial	PT_19086
superinfection fungal	PT_19087
superinfection mycobacterial	PT_19088
superinfection viral	PT_19089
superior corneal epithelial arcuate lesion	PT_19090
superior limbic keratoconjunctivitis	PT_19091
superior mesenteric artery dissection	PT_19092
superior mesenteric artery syndrome	PT_19093
superior oblique myokymia	PT_19094
superior sagittal sinus thrombosis	PT_19095
superior semicircular canal dehiscence	PT_19096
superior vena cava dilatation	PT_19097
superior vena cava occlusion	PT_19098
superior vena cava perforation	PT_19099
superior vena caval stenosis	PT_19100
superior vena cava stenosis	PT_19100
superior vena cava syndrome	PT_19101
supernumerary nipple	PT_19102
cervical rib	PT_19103
supernumerary teeth	PT_19104
supernumerary vertebra	PT_19105
superovulation	PT_19106
superoxide dismutase activity increased	PT_19107
supine hypertension	PT_19108
supine position	PT_19109
supplementary motor area syndrome	PT_19110
supplementation therapy	PT_19111
supportive care	PT_19112
supra-aortic trunk sclerosis	PT_19113
supra-aortic trunk stenosis	PT_19114
supraclavicular fossa pain	PT_19115
supranuclear palsy	PT_19116
supraorbital neuralgia	PT_19117
suprapubic pain	PT_19118
suprapubic prostatectomy	PT_19119
supravalvular aortic stenosis	PT_19120
supraventricular bradycardia	PT_19121
supraventricular extrasystoles	PT_19122
supraventricular tachyarrhythmia	PT_19123
supraventricular tachycardia	PT_19124
surfactant protein increased	PT_19125
surgery	PT_19126
surgical failure	PT_19127
surgical fixation of rib fracture	PT_19128
surgical procedure repeated	PT_19129
surgical skin tear	PT_19130
surgical stapling	PT_19131
surgical vascular shunt	PT_19132
susac's syndrome	PT_19133
suspected counterfeit product	PT_19134
suspected covid-19	PT_19135
suspected drug-induced liver injury	PT_19136
suspected product contamination	PT_19137
suspected product quality issue	PT_19138
suspected product tampering	PT_19139
suspected suicide	PT_19140
suspected suicide attempt	PT_19141
suspected transmission of an infectious agent via product	PT_19142
suspiciousness	PT_19143
sustained viral response	PT_19144
suture insertion	PT_19145
suture related complication	PT_19146
suture removal	PT_19147
suture rupture	PT_19148
swallow study	PT_19149
swallow study abnormal	PT_19150
swan ganz catheter placement	PT_19151
sweat discolouration	PT_19152
sweat gland disorder	PT_19153
sweat gland excision	PT_19154
sweat gland infection	PT_19155
sweat gland tumour	PT_19156
sweat test	PT_19157
sweat test abnormal	PT_19158
sweating fever	PT_19159
swelling	PT_19160
local swelling	PT_19160
swelling face	PT_19161
swelling of eyelid	PT_19162
swollen joint count	PT_19163
swollen joint count abnormal	PT_19164
swollen joint count decreased	PT_19165
swollen joint count increased	PT_19166
swollen tear duct	PT_19167
swollen tongue	PT_19168
swyer syndrome	PT_19169
sydenham's chorea	PT_19170
symblepharon	PT_19171
symbolic dysfunction	PT_19172
symmetrical drug-related intertriginous and flexural exanthema	PT_19173
sympathectomy	PT_19174
sympathetic nerve destruction	PT_19175
sympathetic nerve injury	PT_19176
sympathetic ophthalmia	PT_19177
sympathetic posterior cervical syndrome	PT_19178
sympathicotonia	PT_19179
sympatholysis	PT_19180
sympathomimetic effect	PT_19181
symphysiolysis	PT_19182
symphysiotomy	PT_19183
symptom masked	PT_19184
symptom recurrence	PT_19185
symptomatic treatment	PT_19186
synaesthesia	PT_19187
syncope	PT_19188
syndactyly	PT_19189
syndesmophyte	PT_19190
syndrome z	PT_19191
synkinesis	PT_19192
synostosis	PT_19193
synovectomy	PT_19194
synovial cyst	PT_19195
synovial cyst removal	PT_19196
synovial disorder	PT_19197
synovial fluid analysis	PT_19198
synovial fluid analysis abnormal	PT_19199
synovial fluid crystal	PT_19200
synovial fluid crystal present	PT_19201
synovial fluid glucose present	PT_19202
synovial fluid red blood cells positive	PT_19203
synovial fluid white blood cells positive	PT_19204
synovial rupture	PT_19205
synovial sarcoma	PT_19206
synovial sarcoma metastatic	PT_19207
synovial sarcoma recurrent	PT_19208
synoviorthesis	PT_19209
synovitis	PT_19210
syphilis	PT_19211
syphilis genital	PT_19212
syphilis musculoskeletal	PT_19213
syphilitic endocarditis of heart valve	PT_19214
syringe issue	PT_19215
syringomyelia	PT_19216
systemic bacterial infection	PT_19217
systemic bartonellosis	PT_19218
systemic candida	PT_19219
systemic contact dermatitis	PT_19220
systemic immune activation	PT_19221
systemic infection	PT_19222
systemic inflammatory response syndrome	PT_19223
systemic leakage	PT_19224
systemic lupus erythematosus	PT_19225
systemic lupus erythematosus disease activity index abnormal	PT_19226
systemic lupus erythematosus disease activity index decreased	PT_19227
systemic lupus erythematosus disease activity index increased	PT_19228
systemic lupus erythematosus rash	PT_19229
systemic mastocytosis	PT_19230
systemic mycosis	PT_19231
systemic sclerosis	PT_19232
systemic scleroderma	PT_19232
systemic sclerosis pulmonary	PT_19233
systemic toxicity	PT_19234
systemic viral infection	PT_19235
systemic-pulmonary artery shunt	PT_19236
systolic anterior motion of mitral valve	PT_19237
systolic dysfunction	PT_19238
systolic hypertension	PT_19239
t-cell chronic lymphocytic leukaemia	PT_19240
t-cell lymphocytosis	PT_19241
t-cell lymphoma	PT_19242
t-cell lymphoma recurrent	PT_19243
t-cell lymphoma refractory	PT_19244
t-cell lymphoma stage i	PT_19245
t-cell lymphoma stage ii	PT_19246
t-cell lymphoma stage iii	PT_19247
t-cell lymphoma stage iv	PT_19248
t-cell lymphoma unclassifiable	PT_19249
t-cell prolymphocytic leukaemia	PT_19250
t-cell receptor gene rearrangement test	PT_19251
t-cell type acute leukaemia	PT_19252
t-cell unclassifiable lymphoma low grade	PT_19253
t-lymphocyte count abnormal	PT_19254
t-lymphocyte count decreased	PT_19255
t-lymphocyte count increased	PT_19256
tachyarrhythmia	PT_19257
tachycardia	PT_19258
tachycardia foetal	PT_19259
tachycardia paroxysmal	PT_19260
tachyphrenia	PT_19261
tachyphylaxis	PT_19262
tachypnoea	PT_19263
taciturnity	PT_19264
taeniasis	PT_19265
takayasu's arteritis	PT_19266
talipes	PT_19267
talipes correction	PT_19268
tandem gait test	PT_19269
tandem gait test abnormal	PT_19270
tangentiality	PT_19271
tanning	PT_19272
tardive dyskinesia	PT_19273
tardive seizure	PT_19274
target skin lesion	PT_19275
targeted cancer therapy	PT_19276
tarsal tunnel decompression	PT_19277
tarsal tunnel syndrome	PT_19278
tartrate-resistant acid phosphatase decreased	PT_19279
tartrate-resistant acid phosphatase increased	PT_19280
taste disorder	PT_19281
tattoo	PT_19282
tattoo associated skin reaction	PT_19283
tattoo excision	PT_19284
tear break up time decreased	PT_19285
tear discolouration	PT_19286
tear film instability	PT_19287
tearfulness	PT_19288
teeth brittle	PT_19289
teething	PT_19290
telangiectasia	PT_19291
telangiectasia congenital	PT_19292
temperature difference of extremities	PT_19293
temperature intolerance	PT_19294
temperature perception test abnormal	PT_19295
temperature regulation disorder	PT_19296
temporal artery stenosis	PT_19297
temporal lobe epilepsy	PT_19298
temporal pulse increased	PT_19299
temporary transvenous pacing	PT_19300
temporomandibular joint ankylosis	PT_19301
temporomandibular joint surgery	PT_19302
temporomandibular pain and dysfunction syndrome	PT_19303
temporomandibular joint syndrome	PT_19303
tender joint count	PT_19304
tender joint count decreased	PT_19305
tender joint count increased	PT_19306
tenderness	PT_19307
tendinous contracture	PT_19308
tendon calcification	PT_19309
tendon discomfort	PT_19310
achilles tendon discomfort	PT_19310
tendon dislocation	PT_19311
tendon disorder	PT_19312
tendon graft	PT_19313
tendon injury	PT_19314
tendon laxity	PT_19315
tendon necrosis	PT_19316
tendon neoplasm	PT_19317
tendon operation	PT_19318
tendon pain	PT_19319
tendon rupture	PT_19320
tendon sheath disorder	PT_19321
tendon sheath lesion excision	PT_19322
tendon transfer	PT_19323
tendonitis	PT_19324
tenodesis	PT_19325
tendon sheath incision	PT_19326
tenolysis	PT_19326
tenon's capsule thickening	PT_19327
tenon's cyst	PT_19328
tenonectomy	PT_19329
tenoplasty	PT_19330
tenorrhaphy	PT_19331
tenosynovitis	PT_19332
tenosynovitis stenosans	PT_19333
tenotomy	PT_19334
tension	PT_19335
tension headache	PT_19336
tensor fasciae latae syndrome	PT_19337
teratogenicity	PT_19338
teratoma	PT_19339
teratoma benign	PT_19340
teratospermia	PT_19341
term baby	PT_19342
term birth	PT_19343
terminal agitation	PT_19344
terminal dribbling	PT_19345
terminal ileitis	PT_19346
terminal insomnia	PT_19347
terminal state	PT_19348
terrien's marginal degeneration	PT_19349
tertiary adrenal insufficiency	PT_19350
tertiary syphilis	PT_19351
tessellated fundus	PT_19352
testes exploration	PT_19353
testicle adenoma	PT_19354
testicular abscess	PT_19355
testicular appendage torsion	PT_19356
testicular atrophy	PT_19357
testicular cancer metastatic	PT_19358
testicular choriocarcinoma stage iii	PT_19359
testicular cyst	PT_19360
testicular disorder	PT_19361
testicular dysplasia	PT_19362
testicular embryonal carcinoma	PT_19363
testicular embryonal carcinoma stage i	PT_19364
testicular embryonal carcinoma stage iii	PT_19365
testicular failure	PT_19366
testicular failure primary	PT_19367
testicular germ cell cancer	PT_19368
testicular germ cell cancer metastatic	PT_19369
testicular germ cell tumour	PT_19370
testicular germ cell tumour mixed	PT_19371
testicular germ cell tumour mixed stage i	PT_19372
testicular germ cell tumour mixed stage iii	PT_19373
testicular haemorrhage	PT_19374
testicular hyperfunction	PT_19375
testicular hypertrophy	PT_19376
testicular infarction	PT_19377
testicular injury	PT_19378
testicular malignant teratoma	PT_19379
testicular malignant teratoma stage i	PT_19380
testicular malignant teratoma stage ii	PT_19381
testicular mass	PT_19382
testicular microlithiasis	PT_19383
testicular necrosis	PT_19384
testicular neoplasm	PT_19385
testicular oedema	PT_19386
testicular operation	PT_19387
testicular pain	PT_19388
testicular perforation	PT_19389
testicular retraction	PT_19390
testicular rupture	PT_19391
testicular scan abnormal	PT_19392
testicular seminoma (pure)	PT_19393
testicular seminoma (pure) stage i	PT_19394
testicular seminoma (pure) stage ii	PT_19395
testicular seminoma (pure) stage iii	PT_19396
testicular swelling	PT_19397
testicular teratoma benign	PT_19398
testicular torsion	PT_19399
testicular yolk sac tumour	PT_19400
testis cancer	PT_19401
testis cancer recurrent	PT_19402
testis discomfort	PT_19403
late onset hypogonadism syndrome	PT_19404
testosterone deficiency syndrome	PT_19404
testotoxicosis	PT_19405
tet2 gene mutation	PT_19406
tetanus	PT_19407
tetanus immunisation	PT_19408
tetany	PT_19409
tethered cord syndrome	PT_19410
tethered oral tissue	PT_19411
labial tie	PT_19411
ankyloglossia congenital	PT_19411
tetrahydrobiopterin deficiency	PT_19412
tetrahydrocortisol urine increased	PT_19413
tetralogy of fallot repair	PT_19414
thalamic infarction	PT_19415
thalamic stroke	PT_19416
thalamotomy	PT_19417
thalamus haemorrhage	PT_19418
thalassaemia	PT_19419
thalassaemia alpha	PT_19420
thalassaemia beta	PT_19421
thalassaemia minor	PT_19422
thalassaemia trait	PT_19422
thalidomide embryopathy	PT_19423
thanatophobia	PT_19424
thanatophoric dwarfism	PT_19425
thecal sac compression	PT_19426
theft	PT_19427
therapeutic agent urine negative	PT_19428
therapeutic agent urine positive	PT_19429
therapeutic agent-diagnostic test interaction	PT_19430
therapeutic aspiration	PT_19431
therapeutic drug monitoring	PT_19432
therapeutic drug monitoring analysis incorrectly performed	PT_19433
therapeutic drug monitoring analysis not performed	PT_19434
therapeutic embolisation	PT_19435
therapeutic gargle	PT_19436
therapeutic hypothermia	PT_19437
therapeutic nerve ablation	PT_19438
therapeutic ovarian suppression	PT_19439
therapeutic procedure	PT_19440
drug effect decreased	PT_19441
therapeutic product effect decreased	PT_19441
drug effect delayed	PT_19442
therapeutic product effect delayed	PT_19442
therapeutic product effect incomplete	PT_19443
drug effect incomplete	PT_19443
therapeutic product effect increased	PT_19444
drug effect increased	PT_19444
therapeutic product effect prolonged	PT_19445
drug effect prolonged	PT_19445
drug effect variable	PT_19446
therapeutic product effect variable	PT_19446
therapeutic product effective for unapproved indication	PT_19447
therapeutic product ineffective	PT_19448
therapeutic product ineffective for unapproved indication	PT_19449
therapeutic reaction time decreased	PT_19450
therapeutic response changed	PT_19451
therapeutic response decreased	PT_19452
therapeutic response delayed	PT_19453
therapeutic response increased	PT_19454
therapeutic response prolonged	PT_19455
therapeutic response shortened	PT_19456
therapeutic response unexpected with drug substitution	PT_19457
therapeutic response unexpected	PT_19457
therapy cessation	PT_19458
drug therapy changed	PT_19459
therapy change	PT_19459
therapy regimen changed	PT_19459
therapy interrupted	PT_19460
therapy naive	PT_19461
therapy non-responder	PT_19462
no therapeutic response	PT_19462
therapy partial responder	PT_19463
therapy responder	PT_19464
thermal ablation	PT_19465
thermal burn	PT_19466
thermal burns of eye	PT_19467
eye burns	PT_19467
thermoanaesthesia	PT_19468
thermohyperaesthesia	PT_19469
thermohypoaesthesia	PT_19470
thermometry	PT_19471
thermometry abnormal	PT_19472
thermophobia	PT_19473
thinking abnormal	PT_19474
thiopurine methyltransferase	PT_19475
thiopurine methyltransferase decreased	PT_19476
third degree chemical burn of skin	PT_19477
third stage postpartum haemorrhage	PT_19478
third trimester pregnancy	PT_19479
thirst	PT_19480
thirst decreased	PT_19481
thoracic cavity drainage	PT_19482
thoracic cavity drainage test abnormal	PT_19483
thoracic cavity lavage	PT_19484
thoracic duct ligation	PT_19485
thoracic haemorrhage	PT_19486
thoracic insufficiency syndrome	PT_19487
thoracic operation	PT_19488
thoracic outlet surgery	PT_19489
thoracic outlet syndrome	PT_19490
thoracic radiculopathy	PT_19491
thoracic spinal cord paralysis	PT_19492
thoracic spinal stenosis	PT_19493
thoracic vertebral fracture	PT_19494
thoracoplasty	PT_19495
thoracotomy	PT_19496
thorax hyperphonesis	PT_19497
thought blocking	PT_19498
thought broadcasting	PT_19499
thought insertion	PT_19500
thought withdrawal	PT_19501
threat of redundancy	PT_19502
threatened labour	PT_19503
threatened uterine rupture	PT_19504
throat cancer	PT_19505
throat clearing	PT_19506
chronic throat clearing	PT_19506
throat irritation	PT_19507
throat lesion	PT_19508
throat tightness	PT_19509
thrombasthenia	PT_19510
thrombectomy	PT_19511
thrombin time	PT_19512
thrombin time abnormal	PT_19513
thrombin time prolonged	PT_19514
thrombin time shortened	PT_19515
thrombin-antithrombin iii complex abnormal	PT_19516
thrombin-antithrombin iii complex decreased	PT_19517
thrombin-antithrombin iii complex increased	PT_19518
thromboangiitis obliterans	PT_19519
thrombocytopenia	PT_19520
thrombocytopenia neonatal	PT_19521
thrombocytopenia-absent radius syndrome	PT_19522
thrombocytopenic purpura	PT_19523
thrombocytosis	PT_19524
thromboelastogram	PT_19525
thromboembolectomy	PT_19526
thrombolysis	PT_19527
thrombomodulin	PT_19528
thrombophlebitis	PT_19529
trousseau's syndrome	PT_19530
thrombophlebitis migrans	PT_19530
thrombophlebitis septic	PT_19531
thrombopoietin level abnormal	PT_19532
thrombosed varicose vein	PT_19533
thrombosis	PT_19534
thrombosis corpora cavernosa	PT_19535
thrombosis in device	PT_19536
thrombosis mesenteric vessel	PT_19537
thrombosis prophylaxis	PT_19538
thrombosis with thrombocytopenia syndrome	PT_19539
thrombotic cerebral infarction	PT_19540
thrombotic microangiopathy	PT_19541
thrombotic stroke	PT_19542
thrombotic thrombocytopenic purpura	PT_19543
thumb sucking	PT_19544
thunderclap headache	PT_19545
thymectomy	PT_19546
thymic cancer metastatic	PT_19547
thymic carcinoma	PT_19548
thymic cyst	PT_19549
thymol turbidity test abnormal	PT_19550
thymol turbidity test increased	PT_19551
thymoma	PT_19552
thymoma malignant	PT_19553
thymoma malignant recurrent	PT_19554
thymus disorder	PT_19555
thymus enlargement	PT_19556
thymus hypoplasia	PT_19557
thyroglobulin decreased	PT_19558
thyroglobulin increased	PT_19559
thyroglobulin present	PT_19560
thyroglossal cyst	PT_19561
thyroglossal cyst infection	PT_19562
thyroglossal fistula	PT_19563
thyroid adenoma	PT_19564
thyroid atrophy	PT_19565
thyroid b-cell lymphoma	PT_19566
thyroid c-cell hyperplasia	PT_19567
thyroid calcification	PT_19568
thyroid cancer	PT_19569
thyroid cancer metastatic	PT_19570
thyroid cancer recurrent	PT_19571
thyroid cancer stage 0	PT_19572
thyroid cancer stage i	PT_19573
thyroid cancer stage ii	PT_19574
thyroid cancer stage iii	PT_19575
thyroid cancer stage iv	PT_19576
thyroid cyst	PT_19577
thyroid cystectomy	PT_19578
thyroid dermatopathy	PT_19579
thyroid disorder	PT_19580
thyroid dysfunction in pregnancy	PT_19581
thyroid fibrosis	PT_19582
thyroid function test	PT_19583
thyroid function test abnormal	PT_19584
thyroid function test normal	PT_19585
thyroid gland abscess	PT_19586
thyroid gland injury	PT_19587
thyroid gland scan abnormal	PT_19588
thyroid haemorrhage	PT_19589
thyroid hemiagenesis	PT_19590
thyroid hormone replacement therapy	PT_19591
thyroid hormones decreased	PT_19592
thyroid hormones increased	PT_19593
thyroid hormones test	PT_19594
thyroid infarction	PT_19595
thyroid malformation	PT_19596
thyroid mass	PT_19597
thyroid neoplasm	PT_19598
thyroid neoplasm removal	PT_19599
thyroid nodule removal	PT_19600
thyroid operation	PT_19601
thyroid pain	PT_19602
thyroid size decreased	PT_19603
thyroid stimulating hormone deficiency	PT_19604
thyroid stimulating hormone-producing pituitary tumour	PT_19605
thyroid stimulating immunoglobulin	PT_19606
thyroid stimulating immunoglobulin increased	PT_19607
thyroid therapy	PT_19608
thyroid tuberculosis	PT_19609
thyroidectomy	PT_19610
thyroiditis	PT_19611
thyroiditis acute	PT_19612
thyroiditis chronic	PT_19613
thyroiditis fibrous chronic	PT_19614
thyroiditis subacute	PT_19615
thyrotoxic cardiomyopathy	PT_19616
thyrotoxic crisis	PT_19617
thyrotoxic myopathy	PT_19618
thyrotoxic periodic paralysis	PT_19619
thyroxin binding globulin decreased	PT_19620
thyroxin binding globulin increased	PT_19621
thyroxine	PT_19622
thyroxine abnormal	PT_19623
thyroxine decreased	PT_19624
thyroxine free	PT_19625
thyroxine free abnormal	PT_19626
thyroxine free decreased	PT_19627
thyroxine free increased	PT_19628
thyroxine free normal	PT_19629
thyroxine increased	PT_19630
thyroxine therapy	PT_19631
tibia fracture	PT_19632
tibial agenesis	PT_19633
tibial torsion	PT_19634
tic	PT_19635
tick paralysis	PT_19636
tick removal	PT_19637
tick-borne fever	PT_19638
tick-borne viral encephalitis	PT_19639
tidal volume	PT_19640
tidal volume abnormal	PT_19641
tidal volume decreased	PT_19642
tidal volume increased	PT_19643
tight hamstring syndrome	PT_19644
tilt table test positive	PT_19645
tilted disc syndrome	PT_19646
time perception altered	PT_19647
tinea barbae	PT_19648
tinea blanca	PT_19649
tinea capitis	PT_19650
tinea cruris	PT_19651
tinea faciei	PT_19652
tinea infection	PT_19653
tinea manuum	PT_19654
tinea pedis	PT_19655
tinea versicolour	PT_19656
tinel's sign	PT_19657
tinnitus	PT_19658
tissue anoxia	PT_19659
tissue discolouration	PT_19660
tissue expansion procedure	PT_19661
tissue infiltration	PT_19662
tissue injury	PT_19663
tissue irritation	PT_19664
tissue polypeptide antigen increased	PT_19665
tissue rupture	PT_19666
tissue sealing	PT_19667
tobacco abuse	PT_19668
tobacco interaction	PT_19669
tobacco poisoning	PT_19670
tobacco use disorder	PT_19671
tobacco user	PT_19672
tobacco withdrawal symptoms	PT_19673
tocolysis	PT_19674
toe amputation	PT_19675
toe operation	PT_19676
toe walking	PT_19677
tolosa-hunt syndrome	PT_19678
tongue abscess	PT_19679
tongue amyloidosis	PT_19680
tongue atrophy	PT_19681
tongue base mucosectomy	PT_19682
tongue biting	PT_19683
tongue blistering	PT_19684
tongue cancer metastatic	PT_19685
tongue cancer recurrent	PT_19686
tongue carcinoma stage 0	PT_19687
tongue carcinoma stage i	PT_19688
tongue carcinoma stage ii	PT_19689
tongue carcinoma stage iii	PT_19690
tongue carcinoma stage iv	PT_19691
tongue coated	PT_19692
tongue cyst	PT_19693
tongue discolouration	PT_19694
tongue discomfort	PT_19695
tongue disorder	PT_19696
tongue dry	PT_19697
tongue dysplasia	PT_19698
tongue erosion	PT_19699
tongue eruption	PT_19700
tongue erythema	PT_19701
tongue exfoliation	PT_19702
tongue fungal infection	PT_19703
tongue geographic	PT_19704
tongue haematoma	PT_19705
tongue haemorrhage	PT_19706
tongue induration	PT_19707
tongue injury	PT_19708
tongue movement disturbance	PT_19709
tongue necrosis	PT_19710
tongue neoplasm	PT_19711
tongue neoplasm benign	PT_19712
tongue neoplasm malignant stage unspecified	PT_19713
tongue oedema	PT_19714
tongue operation	PT_19715
tongue paralysis	PT_19716
tongue pigmentation	PT_19717
tongue polyp	PT_19718
tongue pruritus	PT_19719
tongue rough	PT_19720
tongue spasm	PT_19721
tongue thrust	PT_19722
tongue tie operation	PT_19723
tongue ulceration	PT_19724
tonic clonic movements	PT_19725
tonic convulsion	PT_19726
tonic posturing	PT_19727
tonsil cancer	PT_19728
tonsil cancer metastatic	PT_19729
tonsillar atrophy	PT_19730
tonsillar cyst	PT_19731
tonsillar disorder	PT_19732
tonsillar erythema	PT_19733
tonsillar exudate	PT_19734
tonsillar haemorrhage	PT_19735
tonsillar hypertrophy	PT_19736
tonsillar inflammation	PT_19737
tonsillar neoplasm	PT_19738
tonsillar neoplasm benign	PT_19739
tonsillar ulcer	PT_19740
tonsillectomy	PT_19741
acute tonsillitis	PT_19742
tonsillitis	PT_19742
tonsillitis bacterial	PT_19743
tonsillitis fungal	PT_19744
tonsillitis streptococcal	PT_19745
tonsillolith	PT_19746
tonsillolith removal	PT_19747
tooth abscess	PT_19748
tooth agenesis	PT_19749
oligodontia	PT_19749
anodontia	PT_19749
hypodontia	PT_19749
tooth ankylosis	PT_19750
tooth avulsion	PT_19751
tooth concrescence	PT_19752
tooth delamination	PT_19753
tooth demineralisation	PT_19754
tooth deposit	PT_19755
tooth development disorder	PT_19756
tooth discolouration	PT_19757
tooth discolouration congenital	PT_19758
tooth dislocation	PT_19759
dental subluxation	PT_19759
tooth disorder	PT_19760
tooth erosion	PT_19761
tooth extraction	PT_19762
tooth fracture	PT_19763
tooth fusion	PT_19764
tooth gemination	PT_19765
tooth hypoplasia	PT_19766
dentinogenesis imperfecta	PT_19766
tooth impacted	PT_19767
tooth infection	PT_19768
tooth injury	PT_19769
tooth loss	PT_19770
tooth malformation	PT_19771
tooth malformation hereditary	PT_19772
tooth pulp haemorrhage	PT_19773
tooth resorption	PT_19774
tooth repair	PT_19775
tooth restoration	PT_19775
tooth socket haemorrhage	PT_19776
tooth socket haemostasis	PT_19777
tooth whitening	PT_19778
toothache	PT_19779
topectomy	PT_19780
tophus removal operation	PT_19781
topical steroid withdrawal reaction	PT_19782
topography corneal abnormal	PT_19783
thornwaldt disease	PT_19784
tornwaldt cyst	PT_19785
torsade de pointes	PT_19786
torsion of the urethra	PT_19787
torticollis	PT_19788
torulopsis infection	PT_19789
torus fracture	PT_19790
total adrenalectomy	PT_19791
total cholesterol/hdl ratio	PT_19792
total cholesterol/hdl ratio abnormal	PT_19793
total cholesterol/hdl ratio decreased	PT_19794
total cholesterol/hdl ratio increased	PT_19795
total complement activity decreased	PT_19796
total complement activity increased	PT_19797
total lung capacity	PT_19798
total lung capacity abnormal	PT_19799
total lung capacity decreased	PT_19800
total lung capacity increased	PT_19801
total sperm count decreased	PT_19802
tourette's disorder	PT_19803
tourniquet application	PT_19804
toxic anterior segment syndrome	PT_19805
cytotoxic cardiomyopathy	PT_19806
toxic cardiomyopathy	PT_19806
toxic cataract	PT_19807
toxic dilatation of intestine	PT_19808
toxic encephalopathy	PT_19809
toxic epidermal necrolysis	PT_19810
toxic erythema of chemotherapy	PT_19811
toxic goitre	PT_19812
toxic leukoencephalopathy	PT_19813
toxic neuropathy	PT_19814
toxic nodular goitre	PT_19815
toxic optic neuropathy	PT_19816
toxic shock syndrome	PT_19817
toxic shock syndrome staphylococcal	PT_19818
toxic shock syndrome streptococcal	PT_19819
toxic skin eruption	PT_19820
toxicity to various agents	PT_19821
toxicologic test	PT_19822
toxicologic test abnormal	PT_19823
toxocariasis	PT_19824
toxoplasma serology positive	PT_19825
toxoplasmosis	PT_19826
tp53 gene mutation	PT_19827
trabecular meshwork pigmentation	PT_19828
trabeculectomy	PT_19829
trabeculoplasty	PT_19830
trace element deficiency	PT_19831
tracheal abscess	PT_19832
tracheal aspirate culture	PT_19833
aspiration tracheal	PT_19834
tracheal aspiration procedure	PT_19834
tracheal atresia	PT_19835
tracheal calcification	PT_19836
tracheal cancer	PT_19837
tracheal compression	PT_19838
tracheal deviation	PT_19839
tracheal dilatation	PT_19840
tracheal dilation procedure	PT_19841
tracheal disorder	PT_19842
tracheal diverticulum	PT_19843
tracheal erythema	PT_19844
tracheal fistula	PT_19845
tracheal fistula repair	PT_19846
tracheal haemorrhage	PT_19847
tracheal inflammation	PT_19848
tracheal injury	PT_19849
tracheal lesion excision	PT_19850
tracheal mass	PT_19851
tracheal neoplasm	PT_19852
tracheal obstruction	PT_19853
tracheal obstruction extrinsic	PT_19854
tracheal oedema	PT_19855
tracheal operation	PT_19856
tracheal pain	PT_19857
tracheal papilloma	PT_19858
tracheal plastic repair	PT_19859
tracheal polyp	PT_19860
tracheal radiation injury	PT_19861
tracheal resection	PT_19862
tracheal scarring	PT_19863
tracheal squamous cell metaplasia	PT_19864
tracheal stenosis	PT_19865
tracheal ulcer	PT_19866
tracheal web	PT_19867
tracheitis	PT_19868
tracheitis obstructive	PT_19869
tracheo-oesophageal fistula	PT_19870
tracheo-oesophageal puncture	PT_19871
tracheobronchial dyskinesia	PT_19872
tracheobronchial stent insertion	PT_19873
tracheobronchitis	PT_19874
tracheobronchitis bacterial	PT_19875
tracheobronchitis mycoplasmal	PT_19876
tracheobronchitis viral	PT_19877
tracheobronchomegaly	PT_19878
tracheomalacia	PT_19879
tracheoscopy	PT_19880
tracheoscopy abnormal	PT_19881
tracheostomy	PT_19882
tracheostomy closure	PT_19883
tracheostomy infection	PT_19884
tracheostomy malfunction	PT_19885
tracheostomy tube removal	PT_19886
trachoma	PT_19887
traction	PT_19888
tractional retinal detachment	PT_19889
trance	PT_19890
trans-sexualism	PT_19891
transaminases	PT_19892
transaminases abnormal	PT_19893
transaminases decreased	PT_19894
transaminases increased	PT_19895
transcatheter aortic valve implantation	PT_19896
transcatheter arterial chemoembolisation	PT_19897
transcranial electrical motor evoked potential monitoring	PT_19898
cortical evoked response measurements	PT_19898
transcranial electrical motor evoked potential monitoring abnormal	PT_19899
transcranial magnetic stimulation	PT_19900
transcription medication error	PT_19901
transdifferentiation of neoplasm	PT_19902
transfer factor reduced	PT_19903
transferrin	PT_19904
transferrin abnormal	PT_19905
transferrin decreased	PT_19906
transferrin increased	PT_19907
transferrin receptor increased	PT_19908
transferrin saturation	PT_19909
transferrin saturation abnormal	PT_19910
transferrin saturation decreased	PT_19911
transferrin saturation increased	PT_19912
transformation to acute myeloid leukaemia	PT_19913
transfusion	PT_19914
blood product transfusion	PT_19914
transfusion associated graft versus host disease	PT_19915
transfusion microchimerism	PT_19916
transfusion reaction	PT_19917
transfusion related complication	PT_19918
transfusion with incompatible blood	PT_19919
transfusion-associated dyspnoea	PT_19920
transfusion-related acute lung injury	PT_19921
transfusion-related circulatory overload	PT_19922
transfusion-related immunomodulation reaction	PT_19923
transgender hormonal therapy	PT_19924
transgender operation	PT_19925
transgenerational epigenetic inheritance	PT_19926
transient acantholytic dermatosis	PT_19927
transient aphasia	PT_19928
transient epileptic amnesia	PT_19929
transient global amnesia	PT_19930
transient hepatic attenuation differences	PT_19931
transient hypogammaglobulinaemia of infancy	PT_19932
transient ischaemic attack	PT_19933
transient lingual papillitis	PT_19934
transient hypothyroxinaemia of prematurity	PT_19935
transient neonatal pustular melanosis	PT_19936
transient psychosis	PT_19937
